ID,Vis,Range,Density,Errors,Time
GETTING PICS, Hash, 10, 5, 2, 3.420525
GETTING PICS, Hash, 10, 5, 1, 1.025371
GETTING PICS, Hash, 10, 10, 0, 4.912549
GETTING PICS, Hash, 10, 10, 1, 9.076055
GETTING PICS, Hash, 5, 5, 0, 3.379586
GETTING PICS, Hash, 5, 5, 3, 6.874526
GETTING PICS, Hash, 5, 10, 2, 9.05607
GETTING PICS, Hash, 5, 10, 0, 1.456192
