ID,Vis,Range,Density,Errors,Time
4, Wedge, 10, 5, 0, 2.11237
4, Wedge, 10, 5, 0, 1.932563
4, Wedge, 10, 5, 1, 2.478357
4, Wedge, 10, 5, 1, 3.75676
4, Wedge, 10, 5, 2, 1.669761
4, Wedge, 10, 5, 0, 1.383225
4, Wedge, 10, 5, 0, 1.374527
4, Wedge, 10, 5, 1, 7.331977
4, Wedge, 10, 5, 0, 1.17624
4, Wedge, 10, 5, 0, 2.483546
4, Wedge, 10, 10, 2, 1.655165
4, Wedge, 10, 10, 0, 2.884369
4, Wedge, 10, 10, 1, 2.858444
4, Wedge, 10, 10, 0, 2.312262
4, Wedge, 10, 10, 1, 6.733112
4, Wedge, 10, 10, 0, 1.182502
4, Wedge, 10, 10, 2, 4.945193
4, Wedge, 10, 10, 1, 3.820269
4, Wedge, 10, 10, 0, 1.036165
4, Wedge, 10, 10, 0, 1.345049
4, Wedge, 5, 5, 0, 1.538006
4, Wedge, 5, 5, 0, 2.265143
4, Wedge, 5, 5, 0, 1.738902
4, Wedge, 5, 5, 0, 2.291542
4, Wedge, 5, 5, 0, 1.254062
4, Wedge, 5, 5, 0, 7.32715
4, Wedge, 5, 5, 0, 2.041908
4, Wedge, 5, 5, 0, 4.195831
4, Wedge, 5, 5, 1, 1.643301
4, Wedge, 5, 5, 0, 1.447493
4, Wedge, 5, 10, 1, 3.161921
4, Wedge, 5, 10, 1, 6.983107
4, Wedge, 5, 10, 0, 2.377138
4, Wedge, 5, 10, 0, 1.470042
4, Wedge, 5, 10, 0, 3.050165
4, Wedge, 5, 10, 0, 3.687992
4, Wedge, 5, 10, 1, 2.71487
4, Wedge, 5, 10, 0, 2.257847
4, Wedge, 5, 10, 0, 1.559005
4, Wedge, 5, 10, 0, 2.683881
4, Wedge, 10, 5, 0, 1.745121
4, Wedge, 10, 5, 0, 1.69007
4, Wedge, 10, 5, 0, 1.139247
4, Wedge, 10, 5, 0, 1.473844
4, Wedge, 10, 5, 0, 1.399131
4, Wedge, 10, 5, 0, 1.189862
4, Wedge, 10, 5, 0, 1.626454
4, Wedge, 10, 5, 0, 1.551401
4, Wedge, 10, 5, 0, 2.1444
4, Wedge, 10, 5, 0, 1.081867
4, Wedge, 10, 10, 0, 1.295702
4, Wedge, 10, 10, 1, 2.27193
4, Wedge, 10, 10, 0, 2.446031
4, Wedge, 10, 10, 1, 1.775477
4, Wedge, 10, 10, 0, 1.566923
4, Wedge, 10, 10, 0, 3.694205
4, Wedge, 10, 10, 0, 3.532975
4, Wedge, 10, 10, 3, 9.623113
4, Wedge, 10, 10, 1, 1.922411
4, Wedge, 10, 10, 0, 3.686882
4, Wedge, 5, 5, 1, 1.122736
4, Wedge, 5, 5, 0, 1.08506
4, Wedge, 5, 5, 0, 1.117584
4, Wedge, 5, 5, 0, 2.078694
4, Wedge, 5, 5, 0, 1.739713
4, Wedge, 5, 5, 0, 1.261954
4, Wedge, 5, 5, 0, 1.560296
4, Wedge, 5, 5, 0, 1.643733
4, Wedge, 5, 5, 0, 1.80785
4, Wedge, 5, 5, 1, 2.749961
4, Wedge, 5, 10, 0, 2.871926
4, Wedge, 5, 10, 3, 5.154151
4, Wedge, 5, 10, 0, 6.567313
4, Wedge, 5, 10, 0, 1.947433
4, Wedge, 5, 10, 0, 6.918705
4, Wedge, 5, 10, 0, 6.375551
4, Wedge, 5, 10, 0, 5.010777
4, Wedge, 5, 10, 0, 3.481651
4, Wedge, 5, 10, 0, 4.128404
4, Wedge, 5, 10, 0, 3.168876
