ID,Vis,Range,Density,Errors,Time
2, Wedge, 10, 5, 1, 2.422283
2, Wedge, 10, 5, 0, 1.634524
2, Wedge, 10, 5, 1, 1.172129
2, Wedge, 10, 5, 0, 1.429308
2, Wedge, 10, 5, 0, 1.556035
2, Wedge, 10, 5, 0, 1.282811
2, Wedge, 10, 5, 0, 1.748999
2, Wedge, 10, 5, 0, 1.979281
2, Wedge, 10, 5, 1, 1.640295
2, Wedge, 10, 5, 0, 1.205924
2, Wedge, 10, 10, 0, 2.694896
2, Wedge, 10, 10, 1, 4.644588
2, Wedge, 10, 10, 0, 1.611427
2, Wedge, 10, 10, 1, 4.008157
2, Wedge, 10, 10, 0, 1.513005
2, Wedge, 10, 10, 0, 1.973042
2, Wedge, 10, 10, 0, 1.979963
2, Wedge, 10, 10, 1, 3.99154
2, Wedge, 10, 10, 0, 1.449466
2, Wedge, 10, 10, 0, 1.776878
2, Wedge, 5, 5, 0, 2.59363
2, Wedge, 5, 5, 1, 1.921635
2, Wedge, 5, 5, 2, 2.438332
2, Wedge, 5, 5, 0, 1.549953
2, Wedge, 5, 5, 0, 1.519703
2, Wedge, 5, 5, 0, 2.62299
2, Wedge, 5, 5, 0, 1.577986
2, Wedge, 5, 5, 0, 1.109324
2, Wedge, 5, 5, 0, 1.594679
2, Wedge, 5, 5, 0, 1.726199
2, Wedge, 5, 10, 1, 4.20139
2, Wedge, 5, 10, 0, 1.887666
2, Wedge, 5, 10, 0, 2.074281
2, Wedge, 5, 10, 1, 2.694547
2, Wedge, 5, 10, 0, 2.368465
2, Wedge, 5, 10, 0, 2.32734
2, Wedge, 5, 10, 1, 1.73692
2, Wedge, 5, 10, 0, 2.049636
2, Wedge, 5, 10, 0, 1.949742
2, Wedge, 5, 10, 0, 2.196604
2, Wedge, 10, 5, 1, 0.9402673
2, Wedge, 10, 5, 1, 1.473386
2, Wedge, 10, 5, 0, 1.454388
2, Wedge, 10, 5, 0, 1.738145
2, Wedge, 10, 5, 0, 1.351213
2, Wedge, 10, 5, 0, 0.9465991
2, Wedge, 10, 5, 1, 3.403082
2, Wedge, 10, 5, 1, 5.311487
2, Wedge, 10, 5, 0, 1.608633
2, Wedge, 10, 5, 0, 1.348532
2, Wedge, 10, 10, 0, 2.219934
2, Wedge, 10, 10, 0, 3.074762
2, Wedge, 10, 10, 0, 1.497911
2, Wedge, 10, 10, 0, 1.632627
2, Wedge, 10, 10, 2, 3.039102
2, Wedge, 10, 10, 2, 7.698341
2, Wedge, 10, 10, 0, 1.856819
2, Wedge, 10, 10, 4, 5.379784
2, Wedge, 10, 10, 1, 2.827507
2, Wedge, 10, 10, 0, 2.087374
2, Wedge, 5, 5, 1, 1.123186
2, Wedge, 5, 5, 1, 1.323154
2, Wedge, 5, 5, 0, 0.9089497
2, Wedge, 5, 5, 0, 1.239834
2, Wedge, 5, 5, 0, 1.783273
2, Wedge, 5, 5, 2, 4.572942
2, Wedge, 5, 5, 1, 1.571737
2, Wedge, 5, 5, 0, 1.194694
2, Wedge, 5, 5, 0, 1.613113
2, Wedge, 5, 5, 0, 1.929018
2, Wedge, 5, 10, 1, 3.299331
2, Wedge, 5, 10, 1, 1.811501
2, Wedge, 5, 10, 2, 1.256048
2, Wedge, 5, 10, 0, 1.745447
2, Wedge, 5, 10, 0, 1.334191
2, Wedge, 5, 10, 0, 2.157984
2, Wedge, 5, 10, 0, 3.0555
2, Wedge, 5, 10, 0, 1.623716
2, Wedge, 5, 10, 0, 1.608081
2, Wedge, 5, 10, 0, 1.74653
