ID,Vis,Range,Density,Errors,Time
6, Wedge, 10, 5, 0, 1.294008
6, Wedge, 10, 5, 0, 0.8232955
6, Wedge, 10, 5, 0, 0.8540713
6, Wedge, 10, 5, 0, 1.365654
6, Wedge, 10, 5, 0, 0.9598307
6, Wedge, 10, 5, 0, 1.283239
6, Wedge, 10, 5, 1, 4.784136
6, Wedge, 10, 5, 0, 1.382826
6, Wedge, 10, 5, 0, 1.46578
6, Wedge, 10, 5, 0, 1.128371
6, Wedge, 10, 10, 0, 1.237575
6, Wedge, 10, 10, 0, 1.676772
6, Wedge, 10, 10, 1, 2.319687
6, Wedge, 10, 10, 0, 1.880849
6, Wedge, 10, 10, 0, 1.444806
6, Wedge, 10, 10, 0, 3.400354
6, Wedge, 10, 10, 0, 2.585134
6, Wedge, 10, 10, 1, 1.445041
6, Wedge, 10, 10, 0, 1.725872
6, Wedge, 10, 10, 0, 1.110837
6, Wedge, 5, 5, 0, 1.523153
6, Wedge, 5, 5, 0, 1.057009
6, Wedge, 5, 5, 0, 1.553078
6, Wedge, 5, 5, 0, 2.521205
6, Wedge, 5, 5, 0, 1.212178
6, Wedge, 5, 5, 0, 1.549494
6, Wedge, 5, 5, 0, 1.187775
6, Wedge, 5, 5, 0, 1.276713
6, Wedge, 5, 5, 0, 1.193394
6, Wedge, 5, 5, 0, 1.221553
6, Wedge, 5, 10, 0, 1.034038
6, Wedge, 5, 10, 0, 1.104513
6, Wedge, 5, 10, 0, 1.6202
6, Wedge, 5, 10, 0, 1.336828
6, Wedge, 5, 10, 0, 1.013046
6, Wedge, 5, 10, 1, 2.633711
6, Wedge, 5, 10, 0, 1.195329
6, Wedge, 5, 10, 0, 1.841026
6, Wedge, 5, 10, 1, 5.485936
6, Wedge, 5, 10, 0, 1.049092
6, Wedge, 10, 5, 0, 0.7466053
6, Wedge, 10, 5, 0, 0.8218886
6, Wedge, 10, 5, 0, 0.7756829
6, Wedge, 10, 5, 0, 0.780343
6, Wedge, 10, 5, 0, 0.8440958
6, Wedge, 10, 5, 0, 0.5771365
6, Wedge, 10, 5, 1, 1.574968
6, Wedge, 10, 5, 0, 0.8067884
6, Wedge, 10, 5, 0, 1.073584
6, Wedge, 10, 5, 1, 0.728352
6, Wedge, 10, 10, 0, 1.320818
6, Wedge, 10, 10, 1, 1.553236
6, Wedge, 10, 10, 0, 1.387104
6, Wedge, 10, 10, 0, 2.635491
6, Wedge, 10, 10, 0, 1.719299
6, Wedge, 10, 10, 0, 2.476523
6, Wedge, 10, 10, 1, 1.422129
6, Wedge, 10, 10, 0, 1.972661
6, Wedge, 10, 10, 0, 1.255628
6, Wedge, 10, 10, 1, 2.91709
6, Wedge, 5, 5, 0, 2.259168
6, Wedge, 5, 5, 0, 1.212006
6, Wedge, 5, 5, 0, 2.174422
6, Wedge, 5, 5, 0, 2.353781
6, Wedge, 5, 5, 0, 1.250048
6, Wedge, 5, 5, 0, 0.9457444
6, Wedge, 5, 5, 0, 1.038303
6, Wedge, 5, 5, 0, 0.9694598
6, Wedge, 5, 5, 0, 0.8598375
6, Wedge, 5, 5, 0, 0.7961199
6, Wedge, 5, 10, 0, 0.8698057
6, Wedge, 5, 10, 0, 1.207082
6, Wedge, 5, 10, 1, 2.038862
6, Wedge, 5, 10, 0, 1.646635
6, Wedge, 5, 10, 1, 3.068359
6, Wedge, 5, 10, 0, 1.158902
6, Wedge, 5, 10, 0, 2.018068
6, Wedge, 5, 10, 0, 1.233623
6, Wedge, 5, 10, 0, 2.264676
6, Wedge, 5, 10, 1, 3.311967
